,W_in,W_out,stride,station,MSE,MAE,RMSE,R2_score
0,7,1,6,44T,3.8821877021195426,1.636044829232352,1.9703268008428303,0.9092627712616573
1,7,1,6,62T,1.6097037890801662,1.102033519744873,1.268741025221525,0.9425127787275427
2,7,1,6,63T,2.0152842253783914,1.207067394256592,1.4196070672472687,0.9178640878813561
3,7,1,6,78T,1.3104713252616964,0.9344657284872867,1.144758195105716,0.9330634230891153
4,7,1,6,80T,10.293111031686195,2.2714403288705003,3.208287866087798,0.8022869852879729
