Date,Day,Month,Year,PM
11/6/2016,779,Jun,2016,20
12/6/2016,780,Jun,2016,19
13/6/2016,781,Jun,2016,21
14/6/2016,782,Jun,2016,19
15/6/2016,783,Jun,2016,10
16/6/2016,784,Jun,2016,12
17/6/2016,785,Jun,2016,17
18/6/2016,786,Jun,2016,16
19/6/2016,787,Jun,2016,18
20/6/2016,788,Jun,2016,20
21/6/2016,789,Jun,2016,18
22/6/2016,790,Jun,2016,19
23/6/2016,791,Jun,2016,35
24/6/2016,792,Jun,2016,30
25/6/2016,793,Jun,2016,34
26/6/2016,794,Jun,2016,29
27/6/2016,795,Jun,2016,36
28/6/2016,796,Jun,2016,33
29/6/2016,797,Jun,2016,33
30/6/2016,798,Jun,2016,27
1/7/2016,799,Jul,2016,26
2/7/2016,800,Jul,2016,40
3/7/2016,801,Jul,2016,47
4/7/2016,802,Jul,2016,41
5/7/2016,803,Jul,2016,37
6/7/2016,804,Jul,2016,23
7/7/2016,805,Jul,2016,21
8/7/2016,806,Jul,2016,16
9/7/2016,807,Jul,2016,20
10/7/2016,808,Jul,2016,30
11/7/2016,809,Jul,2016,29
12/7/2016,810,Jul,2016,19
13/7/2016,811,Jul,2016,21
14/7/2016,812,Jul,2016,19
15/7/2016,813,Jul,2016,18
16/7/2016,814,Jul,2016,23
17/7/2016,815,Jul,2016,18
18/7/2016,816,Jul,2016,13
19/7/2016,817,Jul,2016,14
20/7/2016,818,Jul,2016,15
21/7/2016,819,Jul,2016,15
22/7/2016,820,Jul,2016,19
23/7/2016,821,Jul,2016,17
24/7/2016,822,Jul,2016,24
25/7/2016,823,Jul,2016,22
26/7/2016,824,Jul,2016,17
27/7/2016,825,Jul,2016,22
28/7/2016,826,Jul,2016,18
29/7/2016,827,Jul,2016,20
30/7/2016,828,Jul,2016,20
31/7/2016,829,Jul,2016,17
1/8/2016,830,Aug,2016,13
2/8/2016,831,Aug,2016,16
3/8/2016,832,Aug,2016,19
4/8/2016,833,Aug,2016,20
5/8/2016,834,Aug,2016,21
6/8/2016,835,Aug,2016,25
7/8/2016,836,Aug,2016,25
8/8/2016,837,Aug,2016,23
9/8/2016,838,Aug,2016,17
10/8/2016,839,Aug,2016,12
11/8/2016,840,Aug,2016,15
12/8/2016,841,Aug,2016,19
13/8/2016,842,Aug,2016,15
14/8/2016,843,Aug,2016,9
15/8/2016,844,Aug,2016,16
16/8/2016,845,Aug,2016,13
17/8/2016,846,Aug,2016,16
18/8/2016,847,Aug,2016,16
19/8/2016,848,Aug,2016,15
20/8/2016,849,Aug,2016,17
21/8/2016,850,Aug,2016,16
22/8/2016,851,Aug,2016,15
23/8/2016,852,Aug,2016,16
24/8/2016,853,Aug,2016,14
25/8/2016,854,Aug,2016,14
26/8/2016,855,Aug,2016,16
27/8/2016,856,Aug,2016,17
28/8/2016,857,Aug,2016,16
1/9/2016,858,Sep,2016,23
2/9/2016,859,Sep,2016,15
3/9/2016,860,Sep,2016,33
4/9/2016,861,Sep,2016,15
5/9/2016,862,Sep,2016,13
6/9/2016,863,Sep,2016,14
7/9/2016,864,Sep,2016,12
8/9/2016,865,Sep,2016,17
9/9/2016,866,Sep,2016,11
10/9/2016,867,Sep,2016,17
11/9/2016,868,Sep,2016,17
12/9/2016,869,Sep,2016,21
13/9/2016,870,Sep,2016,15
14/9/2016,871,Sep,2016,18
15/9/2016,872,Sep,2016,14
16/9/2016,873,Sep,2016,11
17/9/2016,874,Sep,2016,8
18/9/2016,875,Sep,2016,7
19/9/2016,876,Sep,2016,13
20/9/2016,877,Sep,2016,7
21/9/2016,878,Sep,2016,11
22/9/2016,879,Sep,2016,12
23/9/2016,880,Sep,2016,13
24/9/2016,881,Sep,2016,19
25/9/2016,882,Sep,2016,22
26/9/2016,883,Sep,2016,18
27/9/2016,884,Sep,2016,18
28/9/2016,885,Sep,2016,9
29/9/2016,886,Sep,2016,11
30/9/2016,887,Sep,2016,9
1/10/2016,888,Oct,2016,12
2/10/2016,889,Oct,2016,14
3/10/2016,890,Oct,2016,12
5/10/2016,891,Oct,2016,14
6/10/2016,892,Oct,2016,13
7/10/2016,893,Oct,2016,16
8/10/2016,894,Oct,2016,20
9/10/2016,895,Oct,2016,20
10/10/2016,896,Oct,2016,17
11/10/2016,897,Oct,2016,10
12/10/2016,898,Oct,2016,14
13/10/2016,899,Oct,2016,15
14/10/2016,900,Oct,2016,13
15/10/2016,901,Oct,2016,18
16/10/2016,902,Oct,2016,19
17/10/2016,903,Oct,2016,15
18/10/2016,904,Oct,2016,16
19/10/2016,905,Oct,2016,12
20/10/2016,906,Oct,2016,20
21/10/2016,907,Oct,2016,16
22/10/2016,908,Oct,2016,8
23/10/2016,909,Oct,2016,9
24/10/2016,910,Oct,2016,11
25/10/2016,911,Oct,2016,22
26/10/2016,912,Oct,2016,26
27/10/2016,913,Oct,2016,25
28/10/2016,914,Oct,2016,24
29/10/2016,915,Oct,2016,9
30/10/2016,916,Oct,2016,6
31/10/2016,917,Oct,2016,9
1/11/2016,918,Nov,2016,12
2/11/2016,919,Nov,2016,13
3/11/2016,920,Nov,2016,9
4/11/2016,921,Nov,2016,8
5/11/2016,922,Nov,2016,9
6/11/2016,923,Nov,2016,10
7/11/2016,924,Nov,2016,16
8/11/2016,925,Nov,2016,20
9/11/2016,926,Nov,2016,13
10/11/2016,927,Nov,2016,10
11/11/2016,928,Nov,2016,7
12/11/2016,929,Nov,2016,7
13/11/2016,930,Nov,2016,9
14/11/2016,931,Nov,2016,8
15/11/2016,932,Nov,2016,9
16/11/2016,933,Nov,2016,8
17/11/2016,934,Nov,2016,7
18/11/2016,935,Nov,2016,11
19/11/2016,936,Nov,2016,12
20/11/2016,937,Nov,2016,11
21/11/2016,938,Nov,2016,12
22/11/2016,939,Nov,2016,19
23/11/2016,940,Nov,2016,26
24/11/2016,941,Nov,2016,13
26/11/2016,942,Nov,2016,10
27/11/2016,943,Nov,2016,14
28/11/2016,944,Nov,2016,12
29/11/2016,945,Nov,2016,8
30/11/2016,946,Nov,2016,14
1/12/2016,947,Dec,2016,8
2/12/2016,948,Dec,2016,6
3/12/2016,949,Dec,2016,7
4/12/2016,950,Dec,2016,6
7/12/2016,951,Dec,2016,8
8/12/2016,952,Dec,2016,8
9/12/2016,953,Dec,2016,10
10/12/2016,954,Dec,2016,9
11/12/2016,955,Dec,2016,18
12/12/2016,956,Dec,2016,25
13/12/2016,957,Dec,2016,37
14/12/2016,958,Dec,2016,38
15/12/2016,959,Dec,2016,29
16/12/2016,960,Dec,2016,25
17/12/2016,961,Dec,2016,20
18/12/2016,962,Dec,2016,10
19/12/2016,963,Dec,2016,11
20/12/2016,964,Dec,2016,9
21/12/2016,965,Dec,2016,6
23/12/2016,966,Dec,2016,9
24/12/2016,967,Dec,2016,7
25/12/2016,968,Dec,2016,9
26/12/2016,969,Dec,2016,17
27/12/2016,970,Dec,2016,11
28/12/2016,971,Dec,2016,13
29/12/2016,972,Dec,2016,10
30/12/2016,973,Dec,2016,11
31/12/2016,974,Dec,2016,9
1/1/2017,975,Jan,2017,7
2/1/2017,976,Jan,2017,9
3/1/2017,977,Jan,2017,6
4/1/2017,978,Jan,2017,5
5/1/2017,979,Jan,2017,7
6/1/2017,980,Jan,2017,5
8/1/2017,981,Jan,2017,6
9/1/2017,982,Jan,2017,10
10/1/2017,983,Jan,2017,12
11/1/2017,984,Jan,2017,10
12/1/2017,985,Jan,2017,12
13/1/2017,986,Jan,2017,14
14/1/2017,987,Jan,2017,18
15/1/2017,988,Jan,2017,14
16/1/2017,989,Jan,2017,12
17/1/2017,990,Jan,2017,6
18/1/2017,991,Jan,2017,10
21/1/2017,992,Jan,2017,13
22/1/2017,993,Jan,2017,13
23/1/2017,994,Jan,2017,10
24/1/2017,995,Jan,2017,16
25/1/2017,996,Jan,2017,14
26/1/2017,997,Jan,2017,9
29/1/2017,998,Jan,2017,17
30/1/2017,999,Jan,2017,20
31/1/2017,1000,Jan,2017,13
1/2/2017,1001,Feb,2017,13
2/2/2017,1002,Feb,2017,23
3/2/2017,1003,Feb,2017,24
4/2/2017,1004,Feb,2017,9
5/2/2017,1005,Feb,2017,9
6/2/2017,1006,Feb,2017,15
7/2/2017,1007,Feb,2017,19
8/2/2017,1008,Feb,2017,20
9/2/2017,1009,Feb,2017,18
10/2/2017,1010,Feb,2017,16
11/2/2017,1011,Feb,2017,14
12/2/2017,1012,Feb,2017,15
13/2/2017,1013,Feb,2017,16
14/2/2017,1014,Feb,2017,14
15/2/2017,1015,Feb,2017,10
16/2/2017,1016,Feb,2017,10
17/2/2017,1017,Feb,2017,11
18/2/2017,1018,Feb,2017,9
19/2/2017,1019,Feb,2017,9
20/2/2017,1020,Feb,2017,13
21/2/2017,1021,Feb,2017,13
22/2/2017,1022,Feb,2017,9
23/2/2017,1023,Feb,2017,9
24/2/2017,1024,Feb,2017,7
25/2/2017,1025,Feb,2017,9
26/2/2017,1026,Feb,2017,9
27/2/2017,1027,Feb,2017,8
28/2/2017,1028,Feb,2017,10
1/3/2017,1029,Mar,2017,12
2/3/2017,1030,Mar,2017,13
3/3/2017,1031,Mar,2017,13
4/3/2017,1032,Mar,2017,16
5/3/2017,1033,Mar,2017,19
6/3/2017,1034,Mar,2017,22
7/3/2017,1035,Mar,2017,23
8/3/2017,1036,Mar,2017,16
9/3/2017,1037,Mar,2017,12
10/3/2017,1038,Mar,2017,10
11/3/2017,1039,Mar,2017,13
12/3/2017,1040,Mar,2017,16
13/3/2017,1041,Mar,2017,19
14/3/2017,1042,Mar,2017,23
15/3/2017,1043,Mar,2017,24
16/3/2017,1044,Mar,2017,20
17/3/2017,1045,Mar,2017,16
18/3/2017,1046,Mar,2017,17
19/3/2017,1047,Mar,2017,18
20/3/2017,1048,Mar,2017,30
21/3/2017,1049,Mar,2017,13
22/3/2017,1050,Mar,2017,12
23/3/2017,1051,Mar,2017,15
24/3/2017,1052,Mar,2017,10
25/3/2017,1053,Mar,2017,11
26/3/2017,1054,Mar,2017,13
27/3/2017,1055,Mar,2017,7
28/3/2017,1056,Mar,2017,9
29/3/2017,1057,Mar,2017,9
30/3/2017,1058,Mar,2017,12
31/3/2017,1059,Mar,2017,10
1/4/2017,1060,Apr,2017,10
2/4/2017,1061,Apr,2017,11
3/4/2017,1062,Apr,2017,5
4/4/2017,1063,Apr,2017,9
5/4/2017,1064,Apr,2017,11
6/4/2017,1065,Apr,2017,12
7/4/2017,1066,Apr,2017,8
8/4/2017,1067,Apr,2017,17
11/4/2017,1068,Apr,2017,13
12/4/2017,1069,Apr,2017,18
13/4/2017,1070,Apr,2017,19
14/4/2017,1071,Apr,2017,11
15/4/2017,1072,Apr,2017,9
16/4/2017,1073,Apr,2017,12
17/4/2017,1074,Apr,2017,14
18/4/2017,1075,Apr,2017,20
19/4/2017,1076,Apr,2017,18
20/4/2017,1077,Apr,2017,16
21/4/2017,1078,Apr,2017,16
22/4/2017,1079,Apr,2017,18
23/4/2017,1080,Apr,2017,20
24/4/2017,1081,Apr,2017,15
25/4/2017,1082,Apr,2017,26
26/4/2017,1083,Apr,2017,19
27/4/2017,1084,Apr,2017,17
28/4/2017,1085,Apr,2017,18
29/4/2017,1086,Apr,2017,17
30/4/2017,1087,Apr,2017,15
1/5/2017,1088,May,2017,18
2/5/2017,1089,May,2017,18
3/5/2017,1090,May,2017,19
4/5/2017,1091,May,2017,20
5/5/2017,1092,May,2017,12
6/5/2017,1093,May,2017,13
7/5/2017,1094,May,2017,19
8/5/2017,1095,May,2017,13
9/5/2017,1096,May,2017,16
10/5/2017,1097,May,2017,23
11/5/2017,1098,May,2017,18
12/5/2017,1099,May,2017,14
13/5/2017,1100,May,2017,15
14/5/2017,1101,May,2017,14
15/5/2017,1102,May,2017,22
16/5/2017,1103,May,2017,17
17/5/2017,1104,May,2017,25
18/5/2017,1105,May,2017,27
19/5/2017,1106,May,2017,14
20/5/2017,1107,May,2017,18
21/5/2017,1108,May,2017,15
22/5/2017,1109,May,2017,14
23/5/2017,1110,May,2017,9
24/5/2017,1111,May,2017,13
25/5/2017,1112,May,2017,12
26/5/2017,1113,May,2017,20
27/5/2017,1114,May,2017,18
28/5/2017,1115,May,2017,18
29/5/2017,1116,May,2017,19
30/5/2017,1117,May,2017,21
31/5/2017,1118,May,2017,16
1/6/2017,1119,Jun,2017,22
2/6/2017,1120,Jun,2017,18
3/6/2017,1121,Jun,2017,21
4/6/2017,1122,Jun,2017,18
5/6/2017,1123,Jun,2017,22
6/6/2017,1124,Jun,2017,12
7/6/2017,1125,Jun,2017,13
8/6/2017,1126,Jun,2017,16
9/6/2017,1127,Jun,2017,24
10/6/2017,1128,Jun,2017,33
11/6/2017,1129,Jun,2017,26
12/6/2017,1130,Jun,2017,20
13/6/2017,1131,Jun,2017,18
14/6/2017,1132,Jun,2017,30
15/6/2017,1133,Jun,2017,17
16/6/2017,1134,Jun,2017,17
17/6/2017,1135,Jun,2017,20
18/6/2017,1136,Jun,2017,13
19/6/2017,1137,Jun,2017,19
20/6/2017,1138,Jun,2017,24
21/6/2017,1139,Jun,2017,20
22/6/2017,1140,Jun,2017,20
23/6/2017,1141,Jun,2017,15
24/6/2017,1142,Jun,2017,10
25/6/2017,1143,Jun,2017,15
26/6/2017,1144,Jun,2017,11
27/6/2017,1145,Jun,2017,13
28/6/2017,1146,Jun,2017,9
29/6/2017,1147,Jun,2017,16
30/6/2017,1148,Jun,2017,12
1/7/2017,1149,Jul,2017,14
2/7/2017,1150,Jul,2017,10
3/7/2017,1151,Jul,2017,15
4/7/2017,1152,Jul,2017,14
5/7/2017,1153,Jul,2017,23
6/7/2017,1154,Jul,2017,18
7/7/2017,1155,Jul,2017,17
8/7/2017,1156,Jul,2017,21
9/7/2017,1157,Jul,2017,15
10/7/2017,1158,Jul,2017,12
11/7/2017,1159,Jul,2017,16
12/7/2017,1160,Jul,2017,21
13/7/2017,1161,Jul,2017,19
14/7/2017,1162,Jul,2017,15
15/7/2017,1163,Jul,2017,13
16/7/2017,1164,Jul,2017,21
17/7/2017,1165,Jul,2017,28
18/7/2017,1166,Jul,2017,29
19/7/2017,1167,Jul,2017,36
20/7/2017,1168,Jul,2017,28
21/7/2017,1169,Jul,2017,19
22/7/2017,1170,Jul,2017,29
23/7/2017,1171,Jul,2017,30
24/7/2017,1172,Jul,2017,30
25/7/2017,1173,Jul,2017,27
26/7/2017,1174,Jul,2017,24
27/7/2017,1175,Jul,2017,32
28/7/2017,1176,Jul,2017,15
29/7/2017,1177,Jul,2017,11
30/7/2017,1178,Jul,2017,21
31/7/2017,1179,Jul,2017,14
1/8/2017,1180,Aug,2017,11
2/8/2017,1181,Aug,2017,12
3/8/2017,1182,Aug,2017,18
4/8/2017,1183,Aug,2017,13
5/8/2017,1184,Aug,2017,11
6/8/2017,1185,Aug,2017,16
9/8/2017,1186,Aug,2017,12
10/8/2017,1187,Aug,2017,14
11/8/2017,1188,Aug,2017,10
12/8/2017,1189,Aug,2017,9
13/8/2017,1190,Aug,2017,9
14/8/2017,1191,Aug,2017,11
15/8/2017,1192,Aug,2017,8
16/8/2017,1193,Aug,2017,11
17/8/2017,1194,Aug,2017,8
18/8/2017,1195,Aug,2017,15
19/8/2017,1196,Aug,2017,17
20/8/2017,1197,Aug,2017,16
21/8/2017,1198,Aug,2017,28
22/8/2017,1199,Aug,2017,23
23/8/2017,1200,Aug,2017,20
24/8/2017,1201,Aug,2017,25
25/8/2017,1202,Aug,2017,26
26/8/2017,1203,Aug,2017,17
27/8/2017,1204,Aug,2017,16
28/8/2017,1205,Aug,2017,8
29/8/2017,1206,Aug,2017,17
30/8/2017,1207,Aug,2017,11
31/8/2017,1208,Aug,2017,14
1/9/2017,1209,Sep,2017,15
2/9/2017,1210,Sep,2017,17
3/9/2017,1211,Sep,2017,13
4/9/2017,1212,Sep,2017,11
5/9/2017,1213,Sep,2017,12
6/9/2017,1214,Sep,2017,14
7/9/2017,1215,Sep,2017,19
8/9/2017,1216,Sep,2017,17
9/9/2017,1217,Sep,2017,26
10/9/2017,1218,Sep,2017,16
11/9/2017,1219,Sep,2017,7
12/9/2017,1220,Sep,2017,12
13/9/2017,1221,Sep,2017,12
14/9/2017,1222,Sep,2017,12
15/9/2017,1223,Sep,2017,10
16/9/2017,1224,Sep,2017,9
17/9/2017,1225,Sep,2017,12
18/9/2017,1226,Sep,2017,16
19/9/2017,1227,Sep,2017,10
20/9/2017,1228,Sep,2017,13
21/9/2017,1229,Sep,2017,8
22/9/2017,1230,Sep,2017,12
23/9/2017,1231,Sep,2017,13
24/9/2017,1232,Sep,2017,8
25/9/2017,1233,Sep,2017,12
26/9/2017,1234,Sep,2017,11
27/9/2017,1235,Sep,2017,9
28/9/2017,1236,Sep,2017,12
29/10/2017,1237,Oct,2017,11
30/10/2017,1238,Oct,2017,14
31/10/2017,1239,Oct,2017,23
1/11/2017,1240,Nov,2017,20
3/11/2017,1241,Nov,2017,7
4/11/2017,1242,Nov,2017,7
5/11/2017,1243,Nov,2017,15
1/12/2017,1244,Dec,2017,9
2/12/2017,1245,Dec,2017,10
3/12/2017,1246,Dec,2017,8
8/12/2017,1247,Dec,2017,12
9/12/2017,1248,Dec,2017,11
10/12/2017,1249,Dec,2017,15
11/12/2017,1250,Dec,2017,22
12/12/2017,1251,Dec,2017,26
13/12/2017,1252,Dec,2017,19
14/12/2017,1253,Dec,2017,22
15/12/2017,1254,Dec,2017,28
16/12/2017,1255,Dec,2017,23
17/12/2017,1256,Dec,2017,12
18/12/2017,1257,Dec,2017,7
19/12/2017,1258,Dec,2017,14
20/12/2017,1259,Dec,2017,21
21/12/2017,1260,Dec,2017,20
22/12/2017,1261,Dec,2017,19
23/12/2017,1262,Dec,2017,15
24/12/2017,1263,Dec,2017,10
25/12/2017,1264,Dec,2017,12
26/12/2017,1265,Dec,2017,13
27/12/2017,1266,Dec,2017,9
28/12/2017,1267,Dec,2017,8
29/12/2017,1268,Dec,2017,9
30/12/2017,1269,Dec,2017,9
31/12/2017,1270,Dec,2017,10
1/1/2018,1271,Jan,2018,10
2/1/2018,1272,Jan,2018,15
3/1/2018,1273,Jan,2018,10
4/1/2018,1274,Jan,2018,11
5/1/2018,1275,Jan,2018,14
6/1/2018,1276,Jan,2018,13
7/1/2018,1277,Jan,2018,10
8/1/2018,1278,Jan,2018,13
9/1/2018,1279,Jan,2018,9
10/1/2018,1280,Jan,2018,8
11/1/2018,1281,Jan,2018,6
12/1/2018,1282,Jan,2018,12
13/1/2018,1283,Jan,2018,19
14/1/2018,1284,Jan,2018,17
15/1/2018,1285,Jan,2018,15
16/1/2018,1286,Jan,2018,13
17/1/2018,1287,Jan,2018,14
18/1/2018,1288,Jan,2018,16
19/1/2018,1289,Jan,2018,13
20/1/2018,1290,Jan,2018,12
21/1/2018,1291,Jan,2018,10
22/1/2018,1292,Jan,2018,9
24/1/2018,1293,Jan,2018,9
25/1/2018,1294,Jan,2018,11
26/1/2018,1295,Jan,2018,11
27/1/2018,1296,Jan,2018,8
28/1/2018,1297,Jan,2018,11
29/1/2018,1298,Jan,2018,11
30/1/2018,1299,Jan,2018,11
31/1/2018,1300,Jan,2018,7
1/2/2018,1301,Feb,2018,7
2/2/2018,1302,Feb,2018,10
3/2/2018,1303,Feb,2018,11
4/2/2018,1304,Feb,2018,12
5/2/2018,1305,Feb,2018,13
6/2/2018,1306,Feb,2018,16
7/2/2018,1307,Feb,2018,17
8/2/2018,1308,Feb,2018,23
9/2/2018,1309,Feb,2018,31
10/2/2018,1310,Feb,2018,25
11/2/2018,1311,Feb,2018,30
12/2/2018,1312,Feb,2018,19
13/2/2018,1313,Feb,2018,13
14/2/2018,1314,Feb,2018,16
15/2/2018,1315,Feb,2018,19
16/2/2018,1316,Feb,2018,25
17/2/2018,1317,Feb,2018,29
18/2/2018,1318,Feb,2018,27
20/2/2018,1319,Feb,2018,7
21/2/2018,1320,Feb,2018,8
22/2/2018,1321,Feb,2018,8
23/2/2018,1322,Feb,2018,7
24/2/2018,1323,Feb,2018,9
25/2/2018,1324,Feb,2018,12
26/2/2018,1325,Feb,2018,11
27/2/2018,1326,Feb,2018,10
28/2/2018,1327,Feb,2018,9
1/3/2018,1328,Mar,2018,12
2/3/2018,1329,Mar,2018,9
3/3/2018,1330,Mar,2018,9
4/3/2018,1331,Mar,2018,7
5/3/2018,1332,Mar,2018,7
6/3/2018,1333,Mar,2018,6
7/3/2018,1334,Mar,2018,8
8/3/2018,1335,Mar,2018,10
9/3/2018,1336,Mar,2018,11
10/3/2018,1337,Mar,2018,10
11/3/2018,1338,Mar,2018,14
12/3/2018,1339,Mar,2018,16
13/3/2018,1340,Mar,2018,13
14/3/2018,1341,Mar,2018,15
15/3/2018,1342,Mar,2018,14
16/3/2018,1343,Mar,2018,16
17/3/2018,1344,Mar,2018,8
18/3/2018,1345,Mar,2018,7
21/3/2018,1346,Mar,2018,15
22/3/2018,1347,Mar,2018,14
23/3/2018,1348,Mar,2018,12
24/3/2018,1349,Mar,2018,13
25/3/2018,1350,Mar,2018,15
26/3/2018,1351,Mar,2018,15
27/3/2018,1352,Mar,2018,18
28/3/2018,1353,Mar,2018,19
29/3/2018,1354,Mar,2018,20
30/3/2018,1355,Mar,2018,26
31/3/2018,1356,Mar,2018,29
1/4/2018,1357,Apr,2018,31
2/4/2018,1358,Apr,2018,24
3/4/2018,1359,Apr,2018,19
4/4/2018,1360,Apr,2018,19
5/4/2018,1361,Apr,2018,19
6/4/2018,1362,Apr,2018,19
7/4/2018,1363,Apr,2018,13
8/4/2018,1364,Apr,2018,12
9/4/2018,1365,Apr,2018,13
10/4/2018,1366,Apr,2018,11
11/4/2018,1367,Apr,2018,11
12/4/2018,1368,Apr,2018,11
13/4/2018,1369,Apr,2018,11
14/4/2018,1370,Apr,2018,9
15/4/2018,1371,Apr,2018,13
16/4/2018,1372,Apr,2018,9
17/4/2018,1373,Apr,2018,10
18/4/2018,1374,Apr,2018,10
19/4/2018,1375,Apr,2018,11
20/4/2018,1376,Apr,2018,12
21/4/2018,1377,Apr,2018,12
22/4/2018,1378,Apr,2018,13
23/4/2018,1379,Apr,2018,15
24/4/2018,1380,Apr,2018,17
25/4/2018,1381,Apr,2018,18
26/4/2018,1382,Apr,2018,15
27/4/2018,1383,Apr,2018,13
28/4/2018,1384,Apr,2018,12
29/4/2018,1385,Apr,2018,13
30/4/2018,1386,Apr,2018,14
1/5/2018,1387,May,2018,13
2/5/2018,1388,May,2018,8
3/5/2018,1389,May,2018,14
4/5/2018,1390,May,2018,10
5/5/2018,1391,May,2018,10
6/5/2018,1392,May,2018,12
7/5/2018,1393,May,2018,17
8/5/2018,1394,May,2018,15
9/5/2018,1395,May,2018,21
10/5/2018,1396,May,2018,17
11/5/2018,1397,May,2018,18
12/5/2018,1398,May,2018,13
13/5/2018,1399,May,2018,13
14/5/2018,1400,May,2018,13
15/5/2018,1401,May,2018,13
16/5/2018,1402,May,2018,18
17/5/2018,1403,May,2018,13
18/5/2018,1404,May,2018,18
19/5/2018,1405,May,2018,17
20/5/2018,1406,May,2018,13
21/5/2018,1407,May,2018,16
22/5/2018,1408,May,2018,19
23/5/2018,1409,May,2018,13
24/5/2018,1410,May,2018,14
25/5/2018,1411,May,2018,11
26/5/2018,1412,May,2018,10
27/5/2018,1413,May,2018,16
28/5/2018,1414,May,2018,9
29/5/2018,1415,May,2018,11
30/5/2018,1416,May,2018,14
31/5/2018,1417,May,2018,19
1/6/2018,1418,Jun,2018,14
2/6/2018,1419,Jun,2018,14
3/6/2018,1420,Jun,2018,15
4/6/2018,1421,Jun,2018,16
5/6/2018,1422,Jun,2018,20
6/6/2018,1423,Jun,2018,23
7/6/2018,1424,Jun,2018,23
8/6/2018,1425,Jun,2018,18
9/6/2018,1426,Jun,2018,16
10/6/2018,1427,Jun,2018,27
11/6/2018,1428,Jun,2018,33
12/6/2018,1429,Jun,2018,29
13/6/2018,1430,Jun,2018,29
14/6/2018,1431,Jun,2018,26
15/6/2018,1432,Jun,2018,27
16/6/2018,1433,Jun,2018,26
17/6/2018,1434,Jun,2018,9
18/6/2018,1435,Jun,2018,12
19/6/2018,1436,Jun,2018,8
20/6/2018,1437,Jun,2018,9
21/6/2018,1438,Jun,2018,14
22/6/2018,1439,Jun,2018,16
23/6/2018,1440,Jun,2018,10
24/6/2018,1441,Jun,2018,17
25/6/2018,1442,Jun,2018,10
26/6/2018,1443,Jun,2018,16
27/6/2018,1444,Jun,2018,11
28/6/2018,1445,Jun,2018,18
29/6/2018,1446,Jun,2018,18
30/6/2018,1447,Jun,2018,16
1/7/2018,1448,Jul,2018,17
2/7/2018,1449,Jul,2018,19
3/7/2018,1450,Jul,2018,20
4/7/2018,1451,Jul,2018,24
5/7/2018,1452,Jul,2018,18
6/7/2018,1453,Jul,2018,16
7/7/2018,1454,Jul,2018,22
9/7/2018,1455,Jul,2018,9
10/7/2018,1456,Jul,2018,12
11/7/2018,1457,Jul,2018,10
12/7/2018,1458,Jul,2018,15
13/7/2018,1459,Jul,2018,30
14/7/2018,1460,Jul,2018,25
15/7/2018,1461,Jul,2018,24
16/7/2018,1462,Jul,2018,23
17/7/2018,1463,Jul,2018,23
18/7/2018,1464,Jul,2018,17
19/7/2018,1465,Jul,2018,30
20/7/2018,1466,Jul,2018,23
21/7/2018,1467,Jul,2018,11
22/7/2018,1468,Jul,2018,10
23/7/2018,1469,Jul,2018,13
24/7/2018,1470,Jul,2018,17
25/7/2018,1471,Jul,2018,26
26/7/2018,1472,Jul,2018,20
27/7/2018,1473,Jul,2018,16
28/7/2018,1474,Jul,2018,15
29/7/2018,1475,Jul,2018,9
30/7/2018,1476,Jul,2018,11
31/7/2018,1477,Jul,2018,9
1/8/2018,1478,Aug,2018,19
2/8/2018,1479,Aug,2018,15
3/8/2018,1480,Aug,2018,18
4/8/2018,1481,Aug,2018,21
5/8/2018,1482,Aug,2018,23
6/8/2018,1483,Aug,2018,14
7/8/2018,1484,Aug,2018,24
8/8/2018,1485,Aug,2018,23
10/8/2018,1486,Aug,2018,11
11/8/2018,1487,Aug,2018,11
12/8/2018,1488,Aug,2018,14
13/8/2018,1489,Aug,2018,21
14/8/2018,1490,Aug,2018,28
15/8/2018,1491,Aug,2018,24
16/8/2018,1492,Aug,2018,23
17/8/2018,1493,Aug,2018,30
18/8/2018,1494,Aug,2018,12
19/8/2018,1495,Aug,2018,24
20/8/2018,1496,Aug,2018,30
21/8/2018,1497,Aug,2018,16
22/8/2018,1498,Aug,2018,9
23/8/2018,1499,Aug,2018,12
24/8/2018,1500,Aug,2018,16
25/8/2018,1501,Aug,2018,21
26/8/2018,1502,Aug,2018,22
27/8/2018,1503,Aug,2018,19
28/8/2018,1504,Aug,2018,14
29/8/2018,1505,Aug,2018,10
30/8/2018,1506,Aug,2018,10
31/8/2018,1507,Aug,2018,11
1/9/2018,1508,Sep,2018,16
2/9/2018,1509,Sep,2018,15
3/9/2018,1510,Sep,2018,13
4/9/2018,1511,Sep,2018,12
5/9/2018,1512,Sep,2018,9
6/9/2018,1513,Sep,2018,11
7/9/2018,1514,Sep,2018,12
8/9/2018,1515,Sep,2018,12
9/9/2018,1516,Sep,2018,16
10/9/2018,1517,Sep,2018,13
11/9/2018,1518,Sep,2018,16
12/9/2018,1519,Sep,2018,16
13/9/2018,1520,Sep,2018,15
14/9/2018,1521,Sep,2018,12
15/9/2018,1522,Sep,2018,9
16/9/2018,1523,Sep,2018,8
17/9/2018,1524,Sep,2018,10
18/9/2018,1525,Sep,2018,9
19/9/2018,1526,Sep,2018,10
20/9/2018,1527,Sep,2018,8
21/9/2018,1528,Sep,2018,17
22/9/2018,1529,Sep,2018,13
23/9/2018,1530,Sep,2018,12
24/9/2018,1531,Sep,2018,14
25/9/2018,1532,Sep,2018,17
